客户ID,会员年限,年龄,性别,城市等级,最近消费日期,消费频率,总消费金额,平均单次消费,折扣使用率,满意度评分,客户类型标签
CUST_004674,4.0,54.0,男,其他,2024-12-25,29,14715.6,507.43,0.25,4.0,高价值
CUST_004675,4.9,37.0,女,二线,2024-10-03,4,1601.6,400.4,0.77,4.0,流失风险
CUST_004676,1.4,29.0,男,三线,2024-11-15,2,803.74,401.87,0.74,3.0,流失风险
CUST_004677,4.3,44.0,男,二线,2024-10-17,3,1412.67,470.89,0.59,4.0,流失风险
CUST_004678,0.7,25.0,男,一线,2024-11-07,6,3471.49,578.58,0.51,3.0,一般客户
CUST_004679,1.9,30.0,男,三线,2024-11-29,9,1942.17,215.8,0.4,,一般客户
CUST_004680,2.7,60.0,男,三线,2024-09-06,4,1911.54,477.88,0.41,4.0,流失风险
CUST_004681,8.0,42.0,男,三线,2024-12-20,23,12839.89,558.26,0.17,5.0,高价值
CUST_004682,3.0,46.0,女,二线,2024-12-11,13,6855.76,527.37,0.32,3.0,潜力客户
CUST_004683,4.0,48.0,女,其他,2024-10-05,1,693.44,693.44,0.64,4.0,流失风险
CUST_004684,2.4,22.0,女,三线,2024-11-07,6,1821.35,303.56,0.5,3.0,一般客户
CUST_004685,2.6,37.0,女,三线,2024-11-08,2,1946.45,973.22,0.46,3.0,流失风险
CUST_004686,4.7,24.0,女,二线,2024-08-16,1,1205.53,1205.53,0.67,3.0,流失风险
CUST_004687,6.7,33.0,女,三线,2024-12-30,20,14483.12,724.16,0.28,4.0,高价值
CUST_004688,1.1,43.0,男,一线,2024-09-14,2,1479.94,739.97,0.44,3.0,流失风险
CUST_004689,1.4,33.0,女,三线,2024-12-13,7,1828.9,261.27,0.36,3.0,一般客户
CUST_004690,2.8,22.0,女,二线,2024-12-18,10,4654.39,465.44,0.31,4.0,潜力客户
CUST_004691,4.0,32.0,男,二线,2024-12-19,14,3431.91,245.14,0.33,4.0,潜力客户
CUST_004692,0.9,24.0,女,其他,2024-12-09,8,1953.44,244.18,0.38,5.0,一般客户
CUST_004693,1.2,30.0,女,三线,2024-08-27,2,1407.63,703.81,0.76,5.0,流失风险
CUST_004694,3.0,25.0,男,其他,2024-12-16,10,5848.36,584.84,0.22,3.0,潜力客户
CUST_004695,2.6,29.0,女,三线,2024-08-07,1,856.29,856.29,0.53,3.0,流失风险
CUST_004696,2.6,28.0,男,三线,2024-11-22,5,2189.51,437.9,0.58,5.0,一般客户
CUST_004697,2.5,49.0,男,其他,2024-12-08,8,4187.1,523.39,0.32,3.0,潜力客户
CUST_004698,1.2,51.0,男,三线,2024-07-23,2,1613.17,806.58,0.57,3.0,流失风险
CUST_004699,1.3,46.0,男,一线,2024-12-12,11,4299.45,390.86,0.24,5.0,潜力客户
CUST_004700,4.4,53.0,男,三线,2024-09-09,1,1883.5,1883.5,0.59,4.0,流失风险
CUST_004701,1.6,46.0,男,二线,2024-11-19,9,3375.59,375.07,0.44,4.0,一般客户
CUST_004702,4.7,48.0,男,一线,2024-08-20,4,1602.57,400.64,0.57,3.0,流失风险
CUST_004703,1.3,39.0,女,三线,2024-11-05,5,1284.93,256.99,0.49,3.0,一般客户
CUST_004704,1.2,40.0,女,一线,2024-11-08,4,1179.72,294.93,0.39,3.0,一般客户
CUST_004705,2.4,33.0,男,其他,2024-12-05,13,3231.58,248.58,0.27,3.0,潜力客户
CUST_004706,0.7,48.0,男,一线,2024-11-12,8,3480.42,435.05,0.59,3.0,一般客户
CUST_004707,1.7,49.0,女,一线,2024-07-23,2,1423.89,711.95,0.78,4.0,流失风险
CUST_004708,4.5,40.0,男,其他,2024-10-30,1,1750.46,1750.46,0.45,3.0,流失风险
CUST_004709,1.8,30.0,男,二线,2024-12-13,12,3198.97,266.58,0.22,3.0,潜力客户
CUST_004710,2.0,39.0,女,一线,2024-09-27,2,548.04,274.02,0.47,3.0,流失风险
CUST_004711,2.2,48.0,男,二线,2024-12-02,14,4528.12,323.44,0.35,4.0,潜力客户
CUST_004712,7.2,24.0,男,二线,2024-12-24,21,19903.58,947.79,0.13,4.0,高价值
CUST_004713,4.5,50.0,女,其他,2024-12-24,25,10055.79,402.23,0.25,3.0,高价值
CUST_004714,1.3,63.0,男,其他,2024-11-21,4,2077.71,519.43,0.6,5.0,一般客户
CUST_004715,3.3,37.0,男,其他,2024-12-13,9,6902.88,766.99,0.39,5.0,潜力客户
CUST_004716,2.8,62.0,女,二线,2024-12-03,9,4985.41,553.93,0.27,3.0,潜力客户
CUST_004717,2.9,28.0,女,一线,2024-12-26,12,7607.07,633.92,0.32,5.0,潜力客户
CUST_004718,1.4,49.0,男,一线,2024-11-16,6,1014.98,169.16,0.34,3.0,一般客户
CUST_004719,2.5,47.0,女,二线,2024-12-12,11,7523.97,684.0,0.28,4.0,潜力客户
CUST_004720,2.3,25.0,女,一线,2024-11-04,4,3255.15,813.79,0.6,4.0,一般客户
CUST_004721,3.4,54.0,女,二线,2024-12-17,9,3799.18,422.13,0.21,3.0,潜力客户
CUST_004722,1.8,52.0,男,二线,2024-12-10,10,6196.54,619.65,0.24,4.0,潜力客户
CUST_004723,2.7,49.0,男,二线,2024-10-23,1,1705.15,1705.15,0.74,5.0,流失风险
CUST_004724,2.9,56.0,男,三线,2024-11-14,3,1458.64,486.21,0.46,3.0,流失风险
CUST_004725,1.1,27.0,男,二线,2024-12-06,7,3514.34,502.05,0.46,3.0,一般客户
CUST_004726,0.5,52.0,女,三线,2024-12-03,3,1992.18,664.06,0.48,3.0,一般客户
CUST_004727,1.4,22.0,女,其他,2024-12-17,9,5268.8,585.42,0.28,3.0,潜力客户
CUST_004728,3.8,26.0,男,其他,2024-12-20,24,6931.1,288.8,0.25,3.0,高价值
CUST_004729,0.6,59.0,女,三线,2024-11-20,4,1624.36,406.09,0.34,4.0,一般客户
CUST_004730,2.7,23.0,女,二线,2024-12-30,23,14635.75,636.34,0.15,3.0,高价值
CUST_004731,2.8,26.0,女,三线,2024-12-19,12,4685.28,390.44,0.24,3.0,潜力客户
CUST_004732,2.5,53.0,男,一线,2024-12-07,4,3896.43,974.11,0.33,3.0,一般客户
CUST_004733,1.7,31.0,女,二线,2024-12-19,12,4068.25,339.02,0.26,3.0,潜力客户
CUST_004734,7.7,26.0,男,三线,2024-12-17,25,19607.81,784.31,0.25,4.0,高价值
CUST_004735,2.9,56.0,女,一线,2024-09-09,2,1799.48,899.74,0.69,3.0,流失风险
CUST_004736,3.4,32.0,男,三线,2024-08-26,1,1320.95,1320.95,0.44,4.0,流失风险
CUST_004737,3.7,58.0,男,一线,2024-12-26,8,3103.36,387.92,0.27,3.0,潜力客户
CUST_004738,2.1,38.0,女,二线,2024-12-14,7,2740.43,391.49,0.5,4.0,一般客户
CUST_004739,1.2,33.0,男,其他,2024-12-21,13,4192.85,322.53,0.3,4.0,潜力客户
CUST_004740,4.9,27.0,男,一线,2024-08-12,3,784.87,261.62,0.75,5.0,流失风险
CUST_004741,1.0,43.0,男,二线,2024-12-12,4,2920.4,730.1,0.51,5.0,一般客户
CUST_004742,0.9,45.0,男,三线,2024-11-08,5,2238.31,447.66,0.6,3.0,一般客户
CUST_004743,5.6,23.0,男,二线,2024-12-21,24,6063.54,252.65,0.2,5.0,高价值
CUST_004744,3.3,51.0,女,三线,2024-08-20,1,1848.43,1848.43,0.49,3.0,流失风险
CUST_004745,3.5,25.0,男,二线,2024-12-27,23,12590.91,547.43,0.19,4.0,高价值
CUST_004746,1.4,23.0,女,二线,2024-12-16,4,3585.05,896.26,0.42,3.0,一般客户
CUST_004747,7.7,56.0,女,二线,2024-12-22,26,7112.39,273.55,0.11,4.0,高价值
CUST_004748,0.8,35.0,女,二线,2024-11-08,8,1456.02,182.0,0.46,4.0,一般客户
CUST_004749,1.8,61.0,男,三线,2024-12-07,9,3091.08,343.45,0.38,5.0,一般客户
CUST_004750,1.7,32.0,男,三线,2024-11-05,8,1734.02,216.75,0.47,3.0,一般客户
CUST_004751,3.2,51.0,男,二线,2024-12-14,14,4465.68,318.98,0.23,,潜力客户
CUST_004752,2.3,57.0,男,三线,2024-12-02,9,2288.36,254.26,0.49,3.0,一般客户
CUST_004753,1.4,25.0,男,二线,2024-12-10,14,7156.5,511.18,0.21,3.0,潜力客户
CUST_004754,2.7,37.0,女,其他,2024-12-07,3,1014.53,338.18,0.49,5.0,一般客户
CUST_004755,2.6,43.0,男,二线,2024-11-11,5,1092.88,218.58,0.51,3.0,一般客户
CUST_004756,1.3,25.0,男,二线,2024-11-10,8,3006.2,375.78,0.5,4.0,一般客户
CUST_004757,2.3,38.0,女,二线,2024-12-06,14,6076.82,434.06,0.25,5.0,潜力客户
CUST_004758,2.2,43.0,男,二线,2024-12-16,8,2842.64,355.33,0.33,3.0,一般客户
CUST_004759,1.3,47.0,女,三线,2024-11-30,5,1090.27,218.05,0.55,5.0,一般客户
CUST_004760,1.6,36.0,男,二线,2024-07-17,2,1476.61,738.3,0.68,4.0,流失风险
CUST_004761,3.9,56.0,男,二线,2024-12-19,11,4956.11,450.56,0.39,3.0,潜力客户
CUST_004762,3.8,24.0,女,三线,2024-12-18,14,6099.13,435.65,0.28,3.0,潜力客户
CUST_004763,2.9,23.0,女,其他,2024-11-13,4,3763.63,940.91,0.52,4.0,一般客户
CUST_004764,3.6,52.0,男,一线,2024-12-03,14,3339.7,238.55,0.33,5.0,潜力客户
CUST_004765,2.3,51.0,女,一线,2024-12-18,12,3716.28,309.69,0.35,4.0,潜力客户
CUST_004766,2.0,38.0,女,二线,2024-12-10,8,3527.79,440.97,0.33,4.0,一般客户
CUST_004767,2.2,37.0,女,一线,2024-12-06,12,4788.16,399.01,0.26,3.0,潜力客户
CUST_004768,1.5,23.0,男,二线,2024-08-23,4,1846.69,461.67,0.77,4.0,流失风险
CUST_004769,4.8,35.0,男,一线,2024-08-02,2,1935.97,967.99,0.57,3.0,流失风险
CUST_004770,1.6,27.0,男,三线,2024-12-13,13,6124.57,471.12,0.3,5.0,潜力客户
CUST_004771,1.3,60.0,男,一线,2024-11-10,7,3457.4,493.91,0.37,,一般客户
CUST_004772,3.5,49.0,男,二线,2024-12-15,9,6171.74,685.75,0.33,5.0,潜力客户
CUST_004773,3.9,25.0,女,三线,2024-12-02,11,6341.12,576.47,0.4,4.0,潜力客户
CUST_004774,3.1,50.0,男,三线,2024-09-18,2,893.63,446.81,0.52,3.0,流失风险
CUST_004775,2.5,54.0,女,一线,2024-12-17,8,6774.55,846.82,0.24,3.0,潜力客户
CUST_004776,2.1,44.0,女,三线,2024-11-28,6,1428.52,238.09,0.57,3.0,一般客户
CUST_004777,3.1,22.0,女,三线,2024-12-09,9,4384.44,487.16,0.21,3.0,潜力客户
CUST_004778,1.1,23.0,女,二线,2024-09-30,4,1338.04,334.51,0.55,4.0,流失风险
CUST_004779,2.0,29.0,女,三线,2024-12-21,8,3806.05,475.76,0.32,,潜力客户
CUST_004780,7.7,31.0,女,其他,2024-12-24,25,12968.32,518.73,0.25,4.0,高价值
CUST_004781,0.6,43.0,女,二线,2024-11-03,9,2309.74,256.64,0.59,3.0,一般客户
CUST_004782,0.9,64.0,男,其他,2024-12-01,5,3523.07,704.61,0.49,3.0,一般客户
CUST_004783,1.9,37.0,男,二线,2024-12-06,10,3730.68,373.07,0.28,5.0,潜力客户
CUST_004784,3.1,23.0,男,其他,2024-08-03,3,1756.55,585.52,0.59,4.0,流失风险
CUST_004785,2.1,63.0,女,二线,2024-11-03,4,1066.23,266.56,0.77,4.0,流失风险
CUST_004786,3.6,53.0,女,一线,2024-12-18,14,7356.99,525.5,0.33,3.0,潜力客户
CUST_004787,2.9,30.0,男,三线,2024-12-18,24,16645.74,693.57,0.28,5.0,高价值
CUST_004788,2.4,34.0,女,二线,2024-12-07,12,5427.02,452.25,0.3,4.0,潜力客户
CUST_004789,2.7,49.0,女,三线,2024-11-21,9,3584.33,398.26,0.42,5.0,一般客户
CUST_004790,4.6,27.0,男,一线,2024-09-01,1,957.4,957.4,0.79,3.0,流失风险
CUST_004791,2.2,35.0,男,二线,2024-11-25,6,1357.38,226.23,0.53,3.0,一般客户
CUST_004792,2.2,23.0,男,二线,2024-12-24,14,3325.39,237.53,0.35,3.0,潜力客户
CUST_004793,3.0,56.0,男,一线,2024-07-12,3,1930.95,643.65,0.62,3.0,流失风险
CUST_004794,4.1,34.0,男,一线,2024-09-10,1,1796.1,1796.1,0.5,3.0,流失风险
CUST_004795,4.9,,男,二线,2024-07-13,2,997.27,498.64,0.52,3.0,流失风险
CUST_004796,2.4,24.0,女,二线,2024-12-19,11,4772.25,433.84,0.31,5.0,潜力客户
CUST_004797,2.5,50.0,女,三线,2024-12-07,14,4762.66,340.19,0.27,5.0,潜力客户
CUST_004798,2.2,26.0,女,三线,2024-11-13,3,3968.74,1322.91,0.41,4.0,一般客户
CUST_004799,2.3,58.0,女,一线,2024-11-04,4,3418.16,854.54,0.31,3.0,一般客户
CUST_004800,1.1,61.0,男,三线,2024-11-04,4,777.12,194.28,0.46,5.0,流失风险
CUST_004801,3.0,51.0,男,三线,2024-10-28,4,1555.23,388.81,0.46,3.0,流失风险
CUST_004802,7.0,63.0,女,一线,2024-12-28,21,17437.47,830.36,0.12,4.0,高价值
CUST_004803,4.4,48.0,男,三线,2024-12-26,20,16781.37,839.07,0.26,5.0,高价值
CUST_004804,1.6,58.0,女,三线,2024-07-24,1,1552.73,1552.73,0.78,3.0,流失风险
CUST_004805,2.7,31.0,男,二线,2024-11-18,3,3770.1,1256.7,0.46,3.0,一般客户
CUST_004806,0.7,31.0,女,三线,2024-11-16,4,3004.89,751.22,0.54,3.0,一般客户
CUST_004807,7.5,36.0,女,三线,2024-12-24,29,11160.37,384.84,0.17,5.0,高价值
CUST_004808,1.2,29.0,男,三线,2024-11-04,3,1146.15,382.05,0.49,4.0,一般客户
CUST_004809,1.6,32.0,男,三线,2024-11-10,3,1426.64,475.55,0.57,,一般客户
CUST_004810,6.8,26.0,男,三线,2024-12-22,29,10684.64,368.44,0.29,3.0,高价值
CUST_004811,1.2,58.0,女,二线,2024-07-14,2,519.46,259.73,0.71,5.0,流失风险
CUST_004812,2.3,,女,二线,2024-11-03,8,2343.17,292.9,0.4,4.0,一般客户
CUST_004813,6.8,31.0,女,一线,2024-12-19,19,17561.13,924.27,0.16,5.0,高价值
CUST_004814,1.3,40.0,男,三线,2024-12-12,9,5262.23,584.69,0.27,5.0,潜力客户
CUST_004815,3.0,37.0,男,其他,2024-10-23,1,578.66,578.66,0.6,5.0,流失风险
CUST_004816,3.3,22.0,女,一线,2024-09-15,1,1789.46,1789.46,0.42,3.0,流失风险
CUST_004817,1.5,51.0,男,其他,2024-11-13,4,2130.96,532.74,0.52,3.0,一般客户
CUST_004818,2.8,34.0,男,其他,2024-12-25,13,6677.36,513.64,0.31,4.0,潜力客户
CUST_004819,1.4,24.0,男,二线,2024-12-04,6,3175.83,529.3,0.48,3.0,一般客户
CUST_004820,2.9,55.0,女,二线,2024-12-06,6,2215.62,369.27,0.35,4.0,一般客户
CUST_004821,3.4,28.0,男,一线,2024-12-24,10,7274.58,727.46,0.23,4.0,潜力客户
CUST_004822,3.8,63.0,女,二线,2024-08-02,2,513.62,256.81,0.41,3.0,流失风险
CUST_004823,2.6,55.0,女,一线,2024-09-04,3,770.07,256.69,0.45,4.0,流失风险
CUST_004824,1.6,40.0,女,其他,2024-12-08,8,4388.91,548.61,0.37,4.0,潜力客户
CUST_004825,1.6,33.0,男,二线,2024-12-01,9,3370.85,374.54,0.46,5.0,一般客户
CUST_004826,1.9,26.0,女,三线,2024-08-07,2,1337.88,668.94,0.45,4.0,流失风险
CUST_004827,6.0,23.0,女,一线,2024-12-28,25,14111.7,564.47,0.19,3.0,高价值
CUST_004828,1.1,63.0,男,其他,2024-11-24,7,2330.52,332.93,0.43,3.0,一般客户
CUST_004829,3.2,26.0,男,一线,2024-12-28,22,12248.48,556.75,0.17,3.0,高价值
CUST_004830,4.9,49.0,女,二线,2024-10-31,2,1917.34,958.67,0.77,3.0,流失风险
CUST_004831,2.9,45.0,女,一线,2024-10-04,1,520.61,520.61,0.45,3.0,流失风险
CUST_004832,2.6,43.0,女,二线,2024-12-29,16,10563.97,660.25,0.1,5.0,高价值
CUST_004833,2.7,31.0,女,一线,2024-11-24,9,1325.56,147.28,0.54,5.0,一般客户
CUST_004834,2.4,44.0,男,二线,2024-11-10,4,623.31,155.83,0.5,3.0,流失风险
CUST_004835,1.0,45.0,女,其他,2024-12-16,11,6810.11,619.1,0.29,4.0,潜力客户
CUST_004836,4.1,52.0,女,三线,2024-09-22,4,871.48,217.87,0.55,5.0,流失风险
CUST_004837,1.9,38.0,女,二线,2024-08-21,4,753.34,188.33,0.5,4.0,流失风险
CUST_004838,2.4,47.0,男,二线,2024-07-07,4,1528.61,382.15,0.52,3.0,流失风险
CUST_004839,1.8,60.0,男,一线,2024-11-25,7,3295.69,470.81,0.44,5.0,一般客户
CUST_004840,2.0,,男,二线,2024-12-09,7,2569.82,367.12,0.3,3.0,一般客户
CUST_004841,1.2,36.0,女,二线,2024-11-17,8,2717.02,339.63,0.34,5.0,一般客户
CUST_004842,1.8,23.0,女,二线,2024-12-02,4,2404.11,601.03,0.54,3.0,一般客户
CUST_004843,3.1,33.0,女,二线,2024-12-25,14,4676.7,334.05,0.39,5.0,潜力客户
CUST_004844,2.6,45.0,女,二线,2024-12-05,7,2255.04,322.15,0.33,3.0,一般客户
CUST_004845,2.7,39.0,女,一线,2024-12-23,12,7757.21,646.43,0.33,5.0,潜力客户
CUST_004846,2.2,40.0,女,二线,2024-11-13,4,1454.5,363.63,0.44,4.0,流失风险
CUST_004847,2.4,45.0,男,一线,2024-11-29,9,2716.43,301.83,0.55,4.0,一般客户
CUST_004848,2.5,24.0,男,三线,2024-12-13,4,3018.43,754.61,0.45,5.0,一般客户
CUST_004849,1.3,35.0,男,一线,2024-12-24,13,3872.02,297.85,0.3,3.0,潜力客户
CUST_004850,4.0,35.0,女,其他,2024-12-07,13,6255.59,481.2,0.38,5.0,潜力客户
CUST_004851,1.3,22.0,女,二线,2024-10-22,2,939.49,469.74,0.6,5.0,流失风险
CUST_004852,1.9,31.0,女,一线,2024-10-10,2,677.47,338.73,0.67,3.0,流失风险
CUST_004853,3.2,60.0,女,其他,2024-12-19,23,17316.01,752.87,0.21,5.0,高价值
CUST_004854,2.9,51.0,男,二线,2024-12-03,11,4399.84,399.99,0.39,4.0,潜力客户
CUST_004855,4.9,34.0,女,二线,2024-12-19,29,18878.92,651.0,0.26,4.0,高价值
CUST_004856,1.3,24.0,男,二线,2024-12-11,5,1205.48,241.1,0.44,3.0,一般客户
CUST_004857,1.1,50.0,男,二线,2024-12-23,13,6006.32,462.02,0.31,5.0,潜力客户
CUST_004858,4.8,61.0,男,其他,2024-08-05,4,1363.1,340.77,0.56,5.0,流失风险
CUST_004859,4.7,40.0,男,三线,2024-12-17,25,19818.29,792.73,0.23,3.0,高价值
CUST_004860,1.7,31.0,男,一线,2024-11-27,3,2663.18,887.73,0.57,5.0,一般客户
CUST_004861,6.2,62.0,女,一线,2024-12-18,26,16105.98,619.46,0.24,5.0,高价值
CUST_004862,2.2,44.0,女,二线,2024-12-14,9,5651.63,627.96,0.33,4.0,潜力客户
CUST_004863,1.3,43.0,女,三线,2024-12-09,5,2179.29,435.86,0.44,4.0,一般客户
CUST_004864,1.9,53.0,男,一线,2024-11-09,8,1222.84,152.85,0.39,3.0,一般客户
CUST_004865,0.9,42.0,女,其他,2024-12-14,7,3564.98,509.28,0.42,3.0,一般客户
CUST_004866,4.5,34.0,女,其他,2024-07-11,2,1490.88,745.44,0.65,4.0,流失风险
CUST_004867,4.5,46.0,女,其他,2024-10-10,4,971.83,242.96,0.68,5.0,流失风险
CUST_004868,2.1,52.0,男,二线,2024-12-18,19,14596.43,768.23,0.3,5.0,高价值
CUST_004869,2.8,33.0,男,其他,2024-12-14,13,3969.96,305.38,0.36,3.0,潜力客户
CUST_004870,2.0,61.0,男,一线,2024-12-06,13,6132.15,471.7,0.36,4.0,潜力客户
CUST_004871,0.9,49.0,男,三线,2024-11-13,6,1135.6,189.27,0.48,4.0,一般客户
CUST_004872,1.1,23.0,女,三线,2024-12-23,8,7566.21,945.78,0.34,4.0,潜力客户
CUST_004873,2.9,47.0,男,二线,2024-07-10,1,1896.57,1896.57,0.58,3.0,流失风险
CUST_004874,1.6,42.0,女,二线,2024-12-06,7,3819.77,545.68,0.5,5.0,一般客户
CUST_004875,2.0,25.0,男,二线,2024-09-14,3,1233.4,411.13,0.7,4.0,流失风险
CUST_004876,5.1,55.0,女,二线,2024-12-22,23,5299.91,230.43,0.21,3.0,高价值
CUST_004877,1.2,27.0,女,二线,2024-12-13,4,2463.62,615.9,0.42,5.0,一般客户
CUST_004878,2.0,29.0,女,三线,2024-11-30,5,1144.5,228.9,0.48,4.0,一般客户
CUST_004879,2.6,61.0,男,二线,2024-12-11,9,3907.5,434.17,0.48,3.0,一般客户
CUST_004880,0.7,59.0,男,其他,2024-12-16,4,2833.95,708.49,0.44,4.0,一般客户
CUST_004881,1.8,31.0,女,三线,2024-10-23,2,1944.2,972.1,0.52,4.0,流失风险
CUST_004882,3.9,55.0,男,三线,2024-12-25,27,6296.39,233.2,0.15,,高价值
CUST_004883,2.8,51.0,男,一线,2024-09-11,2,567.34,283.67,0.8,4.0,流失风险
CUST_004884,1.4,53.0,男,二线,2024-12-26,14,4425.21,316.09,0.34,3.0,潜力客户
CUST_004885,6.5,24.0,男,一线,2024-12-28,23,17390.73,756.12,0.24,3.0,高价值
CUST_004886,4.3,43.0,女,一线,2024-09-22,2,1648.33,824.17,0.61,5.0,流失风险
CUST_004887,1.1,64.0,男,一线,2024-12-19,10,6691.87,669.19,0.37,4.0,潜力客户
CUST_004888,3.2,30.0,男,其他,2024-10-29,2,1288.98,644.49,0.62,4.0,流失风险
CUST_004889,4.8,55.0,女,其他,2024-12-28,19,12655.57,666.08,0.17,,高价值
CUST_004890,6.8,44.0,男,三线,2024-12-23,19,14721.51,774.82,0.15,5.0,高价值
CUST_004891,1.4,35.0,女,二线,2024-12-08,6,1310.52,218.42,0.43,5.0,一般客户
CUST_004892,2.8,30.0,女,二线,2024-11-15,4,3969.83,992.46,0.55,5.0,一般客户
CUST_004893,5.3,35.0,男,一线,2024-12-25,25,6187.91,247.52,0.2,3.0,高价值
CUST_004894,2.1,31.0,女,三线,2024-12-04,12,7075.44,589.62,0.37,,潜力客户
CUST_004895,2.0,57.0,女,其他,2024-12-07,6,1811.7,301.95,0.49,5.0,一般客户
CUST_004896,3.0,49.0,男,二线,2024-11-03,7,3315.26,473.61,0.44,3.0,一般客户
CUST_004897,7.7,60.0,男,二线,2024-12-29,15,19176.22,1278.41,0.16,4.0,高价值
CUST_004898,1.2,60.0,女,三线,2024-09-08,4,1431.6,357.9,0.75,5.0,流失风险
CUST_004899,2.8,37.0,男,三线,2024-12-09,12,4588.14,382.35,0.32,3.0,潜力客户
CUST_004900,5.8,44.0,男,三线,2024-12-29,20,7471.03,373.55,0.11,4.0,高价值
CUST_004901,2.0,49.0,男,其他,2024-11-12,6,1715.98,286.0,0.59,4.0,一般客户
CUST_004902,5.1,52.0,男,三线,2024-12-20,25,12919.76,516.79,0.23,4.0,高价值
CUST_004903,3.2,46.0,男,其他,2024-10-07,1,1925.37,1925.37,0.77,5.0,流失风险
CUST_004904,2.2,22.0,男,三线,2024-12-21,9,4012.45,445.83,0.38,3.0,潜力客户
CUST_004905,6.4,39.0,男,一线,2024-12-25,18,17318.11,962.12,0.29,3.0,高价值
CUST_004906,1.4,29.0,女,三线,2024-12-09,13,5100.14,392.32,0.3,5.0,潜力客户
CUST_004907,1.6,62.0,女,一线,2024-12-11,13,6771.28,520.87,0.37,3.0,潜力客户
CUST_004908,1.5,37.0,女,一线,2024-11-17,6,2446.83,407.81,0.59,3.0,一般客户
CUST_004909,2.8,51.0,男,二线,2024-12-21,11,3151.12,286.47,0.27,4.0,潜力客户
CUST_004910,2.6,41.0,男,二线,2024-11-04,9,3575.62,397.29,0.37,5.0,一般客户
CUST_004911,1.3,61.0,男,一线,2024-11-11,8,3098.91,387.36,0.39,3.0,一般客户
CUST_004912,2.3,51.0,男,二线,2024-11-28,8,2665.97,333.25,0.31,4.0,一般客户
CUST_004913,1.5,61.0,女,一线,2024-12-26,13,3631.78,279.37,0.36,3.0,潜力客户
CUST_004914,2.1,26.0,男,二线,2024-12-21,12,5281.46,440.12,0.39,3.0,潜力客户
CUST_004915,2.4,64.0,女,二线,2024-11-08,3,1493.32,497.77,0.32,3.0,一般客户
CUST_004916,0.8,62.0,女,其他,2024-12-02,4,2323.54,580.89,0.33,3.0,一般客户
CUST_004917,3.1,62.0,女,一线,2024-12-18,25,14783.93,591.36,0.26,5.0,高价值
CUST_004918,2.7,47.0,男,其他,2024-12-15,5,3986.71,797.34,0.44,5.0,一般客户
CUST_004919,1.7,45.0,女,二线,2024-12-22,10,6813.65,681.36,0.32,5.0,潜力客户
CUST_004920,3.0,50.0,女,二线,2024-12-05,10,3618.52,361.85,0.25,3.0,潜力客户
CUST_004921,3.0,51.0,女,一线,2024-12-04,12,5323.77,443.65,0.3,3.0,潜力客户
CUST_004922,3.0,48.0,女,一线,2024-11-23,3,3933.76,1311.25,0.59,5.0,一般客户
CUST_004923,2.7,43.0,男,其他,2024-11-06,5,2387.35,477.47,0.52,3.0,一般客户
CUST_004924,6.6,40.0,男,二线,2024-12-27,26,17456.55,671.41,0.12,5.0,高价值
CUST_004925,3.6,54.0,男,三线,2024-09-06,1,1737.87,1737.87,0.45,3.0,流失风险
CUST_004926,2.1,60.0,女,三线,2024-12-26,24,8014.71,333.95,0.13,4.0,高价值
CUST_004927,1.5,57.0,男,一线,2024-09-18,4,1280.08,320.02,0.59,3.0,流失风险
CUST_004928,1.6,52.0,男,二线,2024-12-16,7,1778.5,254.07,0.39,5.0,一般客户
CUST_004929,2.9,45.0,男,二线,2024-11-16,3,777.65,259.22,0.6,4.0,流失风险
CUST_004930,2.1,52.0,男,二线,2024-12-10,11,5004.73,454.98,0.34,3.0,潜力客户
CUST_004931,2.5,48.0,女,一线,2024-12-12,14,4695.86,335.42,0.34,3.0,潜力客户
CUST_004932,2.4,61.0,男,二线,2024-12-16,6,1305.61,217.6,0.44,3.0,一般客户
CUST_004933,1.4,62.0,男,其他,2024-12-23,14,7464.9,533.21,0.33,3.0,潜力客户
CUST_004934,2.0,25.0,女,一线,2024-08-18,2,1629.26,814.63,0.45,3.0,流失风险
CUST_004935,1.7,23.0,女,一线,2024-12-15,12,7924.94,660.41,0.25,4.0,潜力客户
CUST_004936,0.8,42.0,男,三线,2024-12-16,4,3859.74,964.93,0.42,4.0,一般客户
CUST_004937,2.3,49.0,男,三线,2024-10-30,3,1183.55,394.52,0.65,3.0,流失风险
CUST_004938,3.5,26.0,男,三线,2024-12-10,11,6892.03,626.55,0.37,4.0,潜力客户
CUST_004939,4.4,31.0,女,其他,2024-07-06,4,1007.64,251.91,0.6,3.0,流失风险
CUST_004940,1.7,63.0,女,三线,2024-12-12,8,7476.1,934.51,0.34,3.0,潜力客户
CUST_004941,2.6,56.0,女,三线,2024-12-15,3,1947.58,649.19,0.5,4.0,一般客户
CUST_004942,3.6,52.0,男,其他,2024-12-15,10,7791.3,779.13,0.34,5.0,潜力客户
CUST_004943,3.6,48.0,男,二线,2024-12-05,10,3473.69,347.37,0.26,4.0,潜力客户
CUST_004944,1.1,44.0,男,三线,2024-12-19,10,4698.76,469.88,0.24,3.0,潜力客户
CUST_004945,3.0,31.0,女,三线,2024-12-25,13,5603.8,431.06,0.23,4.0,潜力客户
CUST_004946,4.6,56.0,女,一线,2024-09-05,4,1599.92,399.98,0.77,4.0,流失风险
